ano,estado,municipio,pcu,avance_obra,tipo_vivienda,viviendas,clave_municipio,clave_estado
0,Ciudad de México,Benito Juárez,U1,Sin HBT,Horizontal,2,014,09
0,Sonora,Cananea,FC,HBT - 5m,Horizontal,13,019,26
0,Veracruz de Ignacio de la Llave,Huatusco,U2,Avance 80-99,Horizontal,2,071,30
0,Colima,Manzanillo,U1,Sin HBT,Horizontal,3,007,06
0,Colima,Colima,U1,Sin reporte,Horizontal,1,002,06
0,Tlaxcala,Apizaco,U2,Sin HBT,Horizontal,1,005,29
0,Aguascalientes,Aguascalientes,U2,Avance 1-19,Horizontal,16,001,01
0,Yucatán,Dzemul,FC,HBT + 5m,Horizontal,1,026,31
0,Morelos,Temixco,U2,Sin HBT,Vertical,2,018,17
0,Coahuila de Zaragoza,Sabinas,U2,Sin HBT,Horizontal,3,028,05
0,Puebla,San Pedro Cholula,U1,Sin HBT,Horizontal,5,140,21
0,Zacatecas,Guadalupe,U1,HBT + 5m,Horizontal,27,017,32
0,San Luis Potosí,Rioverde,U3,Avance 80-99,Horizontal,13,024,24
0,Oaxaca,Oaxaca de Juárez,U1,HBT + 5m,Vertical,43,067,20
0,Puebla,Cuautlancingo,U2,Avance 80-99,Vertical,132,041,21
0,Veracruz de Ignacio de la Llave,Veracruz,U3,Avance 60-79,Vertical,113,193,30
0,Sinaloa,Culiacán,U2,Avance 1-19,Horizontal,63,006,25
0,Guanajuato,Villagrán,FC,Avance 1-19,Horizontal,56,044,11
0,Baja California Sur,Mulegé,FC,HBT - 5m,Horizontal,9,002,03
0,Nuevo León,García,FC,Avance 1-19,Horizontal,121,018,19
0,Durango,Durango,U2,Avance 60-79,Vertical,36,005,10
0,Nuevo León,Salinas Victoria,FC,Avance 60-79,Horizontal,221,045,19
0,Tabasco,Teapa,U2,HBT + 5m,Horizontal,27,016,27
0,Aguascalientes,Rincón de Romos,FC,Avance 0,Horizontal,1,007,01
0,Sonora,Empalme,U3,Avance 60-79,Horizontal,28,025,26
0,Michoacán de Ocampo,Yurécuaro,U2,HBT - 5m,Horizontal,2,106,16
0,Michoacán de Ocampo,Coalcomán de Vázquez Pallares,FC,Avance 80-99,Horizontal,1,015,16
0,Veracruz de Ignacio de la Llave,Coatzintla,FC,Avance 40-59,Vertical,78,040,30
0,Nuevo León,Apodaca,U3,HBT - 5m,Horizontal,562,006,19
0,Coahuila de Zaragoza,Monclova,U3,Avance 1-19,Horizontal,3,018,05
0,Yucatán,Mérida,U3,Avance 0,Horizontal,758,050,31
0,Veracruz de Ignacio de la Llave,Cosamaloapan de Carpio,U3,HBT + 5m,Horizontal,3,045,30
0,Jalisco,Zapotlanejo,U3,Avance 40-59,Horizontal,14,124,14
0,Oaxaca,San Jacinto Amilpas,U2,HBT + 5m,Horizontal,14,157,20
0,Ciudad de México,Iztapalapa,U2,Avance 40-59,Vertical,5,007,09
0,Michoacán de Ocampo,La Piedad,U2,Avance 20-39,Horizontal,1,069,16
0,Coahuila de Zaragoza,Torreón,U2,Avance 80-99,Vertical,12,035,05
0,Hidalgo,Tulancingo de Bravo,U3,Avance 80-99,Vertical,7,077,13
0,Ciudad de México,Azcapotzalco,U1,Avance 0,Vertical,32,002,09
0,Guanajuato,Irapuato,FC,Avance 20-39,Horizontal,3,017,11
0,Michoacán de Ocampo,Tarímbaro,FC,HBT + 5m,Horizontal,169,088,16
0,Durango,Gómez Palacio,U2,Avance 60-79,Vertical,29,007,10
0,Veracruz de Ignacio de la Llave,Coatzacoalcos,U3,Avance 20-39,Horizontal,1,039,30
0,Sonora,Cajeme,U1,Avance 80-99,Horizontal,14,018,26
0,México,Zumpango,U3,Sin HBT,Horizontal,36,120,15
0,Quintana Roo,Benito Juárez,FC,Sin HBT,Horizontal,12,005,23
0,México,Tonanitla,U3,HBT + 5m,Horizontal,12,125,15
0,Guanajuato,Celaya,U2,Sin HBT,Vertical,4,007,11
0,México,Tecámac,U1,HBT - 5m,Horizontal,231,081,15
0,Jalisco,Zapopan,U3,Sin reporte,Horizontal,1,120,14
0,Puebla,San Andrés Cholula,U2,HBT + 5m,Horizontal,4,119,21
0,Baja California,Ensenada,U3,Avance 20-39,Horizontal,40,001,02
0,Guanajuato,Yuriria,FC,HBT + 5m,Horizontal,9,046,11
0,Aguascalientes,Jesús María,U2,Avance 1-19,Horizontal,1,005,01
0,Chihuahua,Aquiles Serdán,FC,Sin HBT,Horizontal,68,004,08
0,Jalisco,Tonalá,U1,Avance 60-79,Vertical,36,101,14
0,Guanajuato,Yuriria,FC,Avance 60-79,Horizontal,5,046,11
0,Nayarit,Bahía de Banderas,U3,HBT - 5m,Vertical,101,020,18
0,México,Toluca,U3,Avance 20-39,Horizontal,13,106,15
0,Tamaulipas,Reynosa,U2,Sin reporte,Horizontal,345,032,28
0,Morelos,Ayala,FC,HBT - 5m,Horizontal,21,004,17
0,Guerrero,Acapulco de Juárez,U1,Avance 40-59,Vertical,21,001,12
0,Nuevo León,Salinas Victoria,U3,Avance 1-19,Horizontal,227,045,19
0,Zacatecas,Zacatecas,U2,HBT + 5m,Horizontal,78,056,32
0,Puebla,Amozoc,U2,Avance 40-59,Horizontal,1,015,21
0,Quintana Roo,Benito Juárez,U3,Avance 0,Vertical,2023,005,23
0,Morelos,Cuautla,U3,Avance 80-99,Horizontal,1,006,17
0,Tabasco,Centro,U3,Avance 80-99,Vertical,49,004,27
0,Zacatecas,Zacatecas,U3,Sin HBT,Horizontal,5,056,32
0,Ciudad de México,Azcapotzalco,U2,Sin HBT,Vertical,47,002,09
0,Sonora,Puerto Peñasco,U2,HBT - 5m,Horizontal,14,048,26
0,Sinaloa,Rosario,U2,Avance 80-99,Horizontal,3,014,25
0,Veracruz de Ignacio de la Llave,Veracruz,U3,Sin reporte,Horizontal,96,193,30
0,Chihuahua,Chihuahua,FC,Avance 1-19,Horizontal,39,019,08
0,Sonora,Hermosillo,FC,HBT + 5m,Horizontal,406,030,26
0,Quintana Roo,Benito Juárez,U3,Avance 80-99,Vertical,749,005,23
0,Yucatán,Izamal,U3,Avance 20-39,Horizontal,2,040,31
0,Jalisco,Autlán de Navarro,U2,Avance 0,Horizontal,126,015,14
0,San Luis Potosí,Cerritos,FC,Avance 40-59,Horizontal,2,008,24
0,México,Almoloya de Juárez,FC,HBT + 5m,Horizontal,28,005,15
0,Jalisco,Zapotiltic,U2,Sin HBT,Horizontal,5,121,14
0,Michoacán de Ocampo,Zamora,U3,Avance 1-19,Horizontal,22,108,16
0,Nuevo León,García,U1,Avance 40-59,Horizontal,10,018,19
0,Guanajuato,León,FC,Avance 60-79,Vertical,162,020,11
0,Puebla,Atlixco,FC,HBT + 5m,Horizontal,8,019,21
0,Guanajuato,Uriangato,U3,Sin HBT,Horizontal,2,041,11
0,Aguascalientes,Aguascalientes,U1,Sin HBT,Horizontal,52,001,01
0,Hidalgo,Mineral de la Reforma,U3,Sin HBT,Horizontal,16,051,13
0,Veracruz de Ignacio de la Llave,Xalapa,U3,Sin HBT,Vertical,2,087,30
0,Colima,Manzanillo,FC,Sin HBT,Horizontal,5,007,06
0,Coahuila de Zaragoza,Castaños,U2,HBT + 5m,Horizontal,8,006,05
0,Ciudad de México,Cuauhtémoc,U1,Sin reporte,Vertical,169,015,09
0,Tamaulipas,Victoria,FC,HBT + 5m,Horizontal,43,041,28
0,Veracruz de Ignacio de la Llave,Emiliano Zapata,U3,Avance 40-59,Horizontal,3,065,30
0,Zacatecas,Guadalupe,U2,Avance 20-39,Horizontal,15,017,32
0,Chihuahua,Cuauhtémoc,FC,Avance 40-59,Horizontal,3,017,08
0,Campeche,Campeche,U1,HBT + 5m,Horizontal,15,002,04
0,Guanajuato,Apaseo el Grande,U3,Sin HBT,Vertical,1,005,11
0,Nuevo León,Salinas Victoria,U3,HBT - 5m,Horizontal,294,045,19
0,Morelos,Yecapixtla,FC,Avance 60-79,Vertical,20,030,17
0,Baja California Sur,Los Cabos,U2,Sin HBT,Horizontal,117,008,03
0,Veracruz de Ignacio de la Llave,Alvarado,FC,HBT - 5m,Horizontal,4,011,30
0,Sonora,Guaymas,U2,Avance 1-19,Horizontal,15,029,26
0,Puebla,Coronango,U1,Avance 20-39,Horizontal,44,034,21
0,Nuevo León,Apodaca,U2,Sin reporte,Horizontal,14,006,19
0,Hidalgo,Pachuca de Soto,U2,HBT + 5m,Horizontal,331,048,13
0,Hidalgo,Mineral de la Reforma,FC,Avance 40-59,Vertical,15,051,13
0,San Luis Potosí,Matehuala,FC,Avance 80-99,Horizontal,4,020,24
0,México,Zumpango,U2,Avance 1-19,Horizontal,71,120,15
0,Chiapas,Tuxtla Gutiérrez,U1,HBT + 5m,Horizontal,14,101,07
0,Colima,Manzanillo,U3,Avance 60-79,Vertical,32,007,06
0,Chihuahua,Chihuahua,U2,HBT + 5m,Horizontal,912,019,08
0,Chiapas,Comitán de Domínguez,FC,Avance 80-99,Horizontal,4,019,07
0,Guerrero,Acapulco de Juárez,U3,Avance 40-59,Vertical,53,001,12
0,México,Xonacatlán,U3,HBT + 5m,Vertical,41,115,15
0,Nayarit,Xalisco,U3,Avance 1-19,Horizontal,7,008,18
0,Michoacán de Ocampo,Tarímbaro,FC,HBT - 5m,Horizontal,1,088,16
0,Chihuahua,Chihuahua,FC,Avance 60-79,Horizontal,18,019,08
0,Sinaloa,Ahome,U3,Avance 60-79,Horizontal,170,001,25
0,Michoacán de Ocampo,Uruapan,U3,Avance 80-99,Horizontal,13,102,16
0,San Luis Potosí,Ebano,U2,HBT + 5m,Horizontal,1,016,24
0,Veracruz de Ignacio de la Llave,Coatzintla,FC,Avance 80-99,Horizontal,4,040,30
0,Veracruz de Ignacio de la Llave,Río Blanco,U1,Avance 80-99,Horizontal,1,138,30
0,Yucatán,Hunucmá,U1,HBT - 5m,Horizontal,1,038,31
0,Hidalgo,Tula de Allende,U3,Sin HBT,Horizontal,4,076,13
0,Hidalgo,Mineral de la Reforma,U3,HBT - 5m,Vertical,7,051,13
0,Michoacán de Ocampo,Jiquilpan,U2,Sin HBT,Horizontal,1,045,16
0,Guanajuato,Celaya,U1,Avance 80-99,Horizontal,3,007,11
0,Veracruz de Ignacio de la Llave,Coatepec,U1,Avance 0,Horizontal,3,038,30
0,Yucatán,Valladolid,U3,Avance 40-59,Horizontal,1,102,31
0,Michoacán de Ocampo,Pátzcuaro,U2,HBT - 5m,Horizontal,7,066,16
0,Durango,Durango,FC,Avance 0,Vertical,36,005,10
0,Hidalgo,Tepeapulco,U2,Avance 60-79,Horizontal,15,061,13
0,Veracruz de Ignacio de la Llave,Martínez de la Torre,U2,Avance 60-79,Horizontal,12,102,30
0,Jalisco,Tala,U2,Avance 40-59,Horizontal,2,083,14
0,Sinaloa,Guasave,U3,HBT - 5m,Horizontal,55,011,25
0,Veracruz de Ignacio de la Llave,Medellín de Bravo,U3,Avance 80-99,Horizontal,139,105,30
0,Puebla,Tepeaca,U1,HBT + 5m,Vertical,3,164,21
0,Veracruz de Ignacio de la Llave,Pánuco,U1,Avance 80-99,Horizontal,1,123,30
0,Baja California Sur,La Paz,U3,Avance 60-79,Horizontal,82,003,03
0,Guerrero,Chilpancingo de los Bravo,FC,HBT - 5m,Horizontal,4,029,12
0,Sinaloa,Mazatlán,U2,Sin reporte,Horizontal,4,012,25
0,Jalisco,Tepatitlán de Morelos,FC,Avance 40-59,Horizontal,2,093,14
0,Jalisco,Tala,U3,HBT + 5m,Horizontal,46,083,14
0,México,Nextlalpan,FC,Avance 1-19,Horizontal,4,059,15
0,Tamaulipas,Ciudad Madero,U2,Avance 80-99,Horizontal,20,009,28
0,Ciudad de México,Iztapalapa,U1,Avance 60-79,Vertical,121,007,09
0,Veracruz de Ignacio de la Llave,Coatzacoalcos,U3,HBT + 5m,Vertical,239,039,30
0,Jalisco,Magdalena,U2,Avance 20-39,Horizontal,5,055,14
0,Puebla,Atlixco,U3,HBT + 5m,Vertical,27,019,21
0,Guerrero,Chilpancingo de los Bravo,U1,HBT - 5m,Horizontal,3,029,12
0,Tamaulipas,Nuevo Laredo,U3,Avance 40-59,Horizontal,16,027,28
0,Hidalgo,Zempoala,FC,HBT - 5m,Vertical,82,083,13
0,México,Nextlalpan,FC,HBT + 5m,Horizontal,4,059,15
0,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,FC,Avance 80-99,Horizontal,37,014,11
0,Tamaulipas,Matamoros,U3,Avance 20-39,Horizontal,23,022,28
0,Sonora,Agua Prieta,U3,Avance 60-79,Horizontal,2,002,26
0,Jalisco,Ameca,U3,Avance 60-79,Horizontal,2,006,14
0,Guanajuato,San Miguel de Allende,U2,Avance 60-79,Horizontal,1,003,11
0,Tamaulipas,Río Bravo,U2,Sin HBT,Horizontal,1,033,28
0,Nuevo León,García,U1,Avance 60-79,Horizontal,14,018,19
0,Jalisco,Tepatitlán de Morelos,U1,Avance 60-79,Horizontal,33,093,14
0,Tlaxcala,Chiautempan,U1,Avance 80-99,Horizontal,1,010,29
0,Baja California,Ensenada,U3,Avance 1-19,Vertical,24,001,02
0,Coahuila de Zaragoza,Arteaga,U3,Sin HBT,Horizontal,7,004,05
0,Morelos,Jiutepec,U1,HBT - 5m,Horizontal,28,011,17
0,Nayarit,Bahía de Banderas,U3,Sin reporte,Horizontal,67,020,18
0,Michoacán de Ocampo,Zamora,U2,Avance 20-39,Horizontal,52,108,16
0,Tamaulipas,Victoria,FC,Avance 40-59,Horizontal,9,041,28
0,Chiapas,Berriozábal,U3,HBT - 5m,Vertical,61,012,07
0,Veracruz de Ignacio de la Llave,Medellín de Bravo,U3,Avance 60-79,Horizontal,65,105,30
0,Michoacán de Ocampo,Morelia,FC,Avance 40-59,Horizontal,46,053,16
0,Puebla,San Martín Texmelucan,U2,HBT - 5m,Horizontal,106,132,21
0,Colima,Villa de Álvarez,U3,Avance 1-19,Horizontal,65,010,06
0,Tamaulipas,Reynosa,U2,Avance 0,Horizontal,438,032,28
0,Tamaulipas,Tampico,U2,Avance 80-99,Vertical,20,038,28
0,Tabasco,Comalcalco,FC,HBT + 5m,Vertical,9,005,27
0,San Luis Potosí,Soledad de Graciano Sánchez,U3,HBT - 5m,Horizontal,55,035,24
0,Oaxaca,San Pedro Mixtepec -Dto. 22 -,FC,Avance 80-99,Horizontal,2,318,20
0,Hidalgo,Mineral de la Reforma,FC,Sin reporte,Horizontal,31,051,13
0,Guanajuato,Guanajuato,U3,HBT - 5m,Vertical,27,015,11
0,Yucatán,Umán,U3,HBT + 5m,Horizontal,8,101,31
0,Michoacán de Ocampo,Numarán,FC,HBT + 5m,Horizontal,2,060,16
0,Durango,Durango,U1,HBT - 5m,Horizontal,38,005,10
0,Baja California,Ensenada,FC,Avance 1-19,Horizontal,52,001,02
0,Chiapas,Tapachula,U3,HBT + 5m,Vertical,9,089,07
0,México,Capulhuac,U3,Sin HBT,Horizontal,1,019,15
0,Querétaro,Querétaro,U1,Avance 60-79,Horizontal,44,014,22
0,Baja California Sur,Comondú,U3,Avance 0,Horizontal,1,001,03
0,Hidalgo,Tepeapulco,U3,Avance 40-59,Horizontal,10,061,13
0,Guanajuato,León,U2,HBT - 5m,Vertical,66,020,11
0,Chiapas,Tuxtla Gutiérrez,U3,HBT - 5m,Horizontal,96,101,07
0,Michoacán de Ocampo,Morelia,U2,Avance 80-99,Vertical,104,053,16
0,Guanajuato,Acámbaro,U2,HBT + 5m,Horizontal,44,002,11
0,Puebla,Puebla,U2,Avance 40-59,Horizontal,32,114,21
0,Baja California Sur,Los Cabos,U2,Avance 60-79,Vertical,15,008,03
0,Jalisco,Zapotlán el Grande,U2,Avance 20-39,Horizontal,1,023,14
0,Zacatecas,Calera,U2,Avance 0,Horizontal,1,005,32
0,Sonora,Cananea,U1,Avance 20-39,Horizontal,2,019,26
0,Yucatán,Progreso,FC,Avance 80-99,Horizontal,1,059,31
0,San Luis Potosí,San Luis Potosí,U1,Avance 40-59,Horizontal,33,028,24
0,Sinaloa,Mazatlán,FC,HBT + 5m,Horizontal,259,012,25
0,Chihuahua,Hidalgo del Parral,U2,Avance 80-99,Horizontal,22,032,08
0,Puebla,Juan C. Bonilla,U1,Sin HBT,Horizontal,2,090,21
0,Yucatán,Kanasín,U3,Avance 80-99,Horizontal,151,041,31
0,México,Tecámac,U1,HBT + 5m,Horizontal,446,081,15
0,Durango,Lerdo,FC,Avance 20-39,Horizontal,1,012,10
0,Nuevo León,Santa Catarina,U2,HBT - 5m,Horizontal,164,048,19
0,Hidalgo,Mineral de la Reforma,FC,HBT + 5m,Vertical,30,051,13
0,Nuevo León,Apodaca,U2,HBT - 5m,Horizontal,442,006,19
0,San Luis Potosí,Soledad de Graciano Sánchez,FC,Avance 80-99,Horizontal,400,035,24
0,Tlaxcala,Tlaxcala,U2,Avance 80-99,Vertical,155,033,29
0,Baja California,Tijuana,U2,Avance 40-59,Horizontal,48,004,02
0,Oaxaca,Tlacolula de Matamoros,U3,HBT - 5m,Vertical,26,551,20
0,Nuevo León,San Nicolás de los Garza,U2,Avance 80-99,Horizontal,28,046,19
0,Nuevo León,Sabinas Hidalgo,FC,HBT + 5m,Horizontal,7,044,19
0,Sinaloa,Navolato,U1,HBT + 5m,Horizontal,1,018,25
0,Nuevo León,Santa Catarina,FC,Avance 80-99,Horizontal,6,048,19
0,México,Zinacantepec,U3,Avance 60-79,Horizontal,15,118,15
0,Veracruz de Ignacio de la Llave,Río Blanco,U1,HBT + 5m,Horizontal,18,138,30
0,México,Toluca,U3,Avance 1-19,Horizontal,219,106,15
0,Chiapas,Tuxtla Gutiérrez,U3,Avance 20-39,Horizontal,26,101,07
0,Tamaulipas,Nuevo Laredo,U1,Avance 40-59,Horizontal,21,027,28
0,Hidalgo,Tizayuca,FC,Avance 0,Vertical,96,069,13
0,Quintana Roo,Othón P. Blanco,U3,Avance 40-59,Horizontal,24,004,23
0,México,Cuautitlán Izcalli,U2,Sin HBT,Horizontal,3,121,15
0,Michoacán de Ocampo,Uruapan,U2,HBT - 5m,Horizontal,8,102,16
0,Colima,Villa de Álvarez,FC,HBT + 5m,Horizontal,322,010,06
0,Chihuahua,Nuevo Casas Grandes,U1,HBT + 5m,Horizontal,3,050,08
0,Nuevo León,Linares,FC,Avance 1-19,Horizontal,3,033,19
0,Puebla,Cuautlancingo,U1,Avance 20-39,Vertical,28,041,21
0,Jalisco,Zapopan,U2,Sin reporte,Horizontal,3,120,14
0,Sonora,Cajeme,U1,Avance 20-39,Horizontal,41,018,26
0,Hidalgo,Mineral de la Reforma,U1,Avance 60-79,Horizontal,1,051,13
0,Nuevo León,Pesquería,FC,Avance 40-59,Vertical,108,041,19
0,Puebla,San Martín Texmelucan,U2,Avance 20-39,Vertical,18,132,21
0,Veracruz de Ignacio de la Llave,Tuxpan,U3,Avance 1-19,Horizontal,56,189,30
0,Querétaro,Corregidora,FC,Avance 40-59,Horizontal,12,006,22
0,San Luis Potosí,Rioverde,U2,Avance 60-79,Horizontal,2,024,24
0,Baja California Sur,La Paz,U1,HBT - 5m,Horizontal,9,003,03
0,Puebla,Amozoc,U3,Avance 80-99,Horizontal,40,015,21
0,Guerrero,Acapulco de Juárez,U2,Sin reporte,Horizontal,2,001,12
0,Coahuila de Zaragoza,Monclova,FC,Avance 20-39,Horizontal,2,018,05
0,Quintana Roo,Solidaridad,U3,Avance 40-59,Vertical,251,008,23
0,Jalisco,Tonalá,U3,HBT + 5m,Vertical,89,101,14
0,Coahuila de Zaragoza,San Buenaventura,U1,HBT - 5m,Horizontal,1,031,05
0,Coahuila de Zaragoza,Piedras Negras,U1,Avance 40-59,Horizontal,10,025,05
0,Sonora,Caborca,U3,Avance 40-59,Horizontal,21,017,26
0,San Luis Potosí,Soledad de Graciano Sánchez,FC,Avance 0,Vertical,4,035,24
0,Veracruz de Ignacio de la Llave,Coatzintla,FC,Avance 80-99,Vertical,57,040,30
0,Durango,Durango,FC,Avance 60-79,Vertical,115,005,10
0,Tlaxcala,Zacatelco,U2,HBT + 5m,Vertical,2,044,29
0,Colima,Armería,U2,Avance 40-59,Horizontal,7,001,06
0,Michoacán de Ocampo,Uruapan,U3,Avance 40-59,Vertical,10,102,16
0,Nayarit,Tepic,U1,HBT - 5m,Vertical,3,017,18
0,Hidalgo,Tepeapulco,U1,Avance 20-39,Horizontal,2,061,13
0,Chihuahua,Aquiles Serdán,FC,Avance 20-39,Horizontal,4,004,08
0,Coahuila de Zaragoza,Nava,U3,Avance 0,Horizontal,6,022,05
0,Aguascalientes,Aguascalientes,U2,Avance 0,Horizontal,232,001,01
0,Yucatán,Kanasín,U3,Avance 60-79,Horizontal,426,041,31
0,Sonora,Nogales,U2,HBT + 5m,Vertical,8,043,26
0,México,Cuautitlán,U2,Sin HBT,Vertical,6,024,15
0,Guerrero,Acapulco de Juárez,U2,Avance 20-39,Horizontal,8,001,12
0,Coahuila de Zaragoza,Piedras Negras,U3,Avance 40-59,Horizontal,37,025,05
0,Querétaro,Corregidora,U2,Sin reporte,Horizontal,14,006,22
0,Guanajuato,León,U3,Avance 40-59,Horizontal,155,020,11
0,Guanajuato,Pénjamo,U1,Sin HBT,Horizontal,1,023,11
0,Nayarit,Bahía de Banderas,U3,Sin HBT,Horizontal,34,020,18
0,Sinaloa,Mazatlán,U1,Avance 60-79,Horizontal,1,012,25
0,Hidalgo,Epazoyucan,U3,HBT + 5m,Horizontal,1,022,13
0,Colima,Villa de Álvarez,U3,Avance 40-59,Horizontal,40,010,06
0,Baja California Sur,Los Cabos,U2,Avance 1-19,Horizontal,12,008,03
0,Hidalgo,El Arenal,FC,Avance 80-99,Horizontal,28,009,13
0,Sonora,Hermosillo,U2,Sin HBT,Horizontal,397,030,26
0,México,Tultitlán,U2,Avance 80-99,Horizontal,41,109,15
0,Aguascalientes,San Francisco de los Romo,U3,Avance 60-79,Horizontal,103,011,01
0,Chiapas,Tuxtla Chico,FC,Sin reporte,Horizontal,5,102,07
0,Hidalgo,Mineral de la Reforma,U3,Avance 80-99,Vertical,105,051,13
0,Chihuahua,Aquiles Serdán,FC,Avance 60-79,Horizontal,35,004,08
0,Baja California Sur,Comondú,U3,Avance 80-99,Horizontal,4,001,03
0,Morelos,Tlayacapan,FC,HBT + 5m,Horizontal,4,026,17
0,Michoacán de Ocampo,Tarímbaro,FC,Avance 20-39,Horizontal,52,088,16
0,Durango,Durango,U1,HBT + 5m,Horizontal,166,005,10
0,Hidalgo,Santiago Tulantepec de Lugo Guerrero,FC,Sin HBT,Horizontal,5,056,13
0,Guerrero,Iguala de la Independencia,U3,HBT + 5m,Vertical,9,035,12
0,Jalisco,La Barca,U1,Avance 40-59,Horizontal,4,018,14
0,Aguascalientes,Rincón de Romos,U2,HBT + 5m,Horizontal,6,007,01
0,Sinaloa,Mazatlán,FC,Avance 40-59,Vertical,2,012,25
0,Nuevo León,General Escobedo,FC,HBT - 5m,Horizontal,27,021,19
0,Ciudad de México,Azcapotzalco,U1,Sin HBT,Horizontal,1,002,09
0,Guerrero,Acapulco de Juárez,U1,HBT - 5m,Vertical,17,001,12
0,Tabasco,Centro,U1,HBT + 5m,Horizontal,1,004,27
0,Nuevo León,Linares,U2,Avance 60-79,Horizontal,10,033,19
0,Tabasco,Teapa,U1,Avance 60-79,Horizontal,1,016,27
0,Sinaloa,Culiacán,U3,Avance 20-39,Vertical,16,006,25
0,Colima,Manzanillo,U2,Avance 20-39,Horizontal,34,007,06
0,Puebla,San Salvador el Verde,U3,HBT + 5m,Horizontal,9,143,21
0,Tabasco,Huimanguillo,U3,Avance 80-99,Vertical,48,008,27
0,Hidalgo,San Agustín Tlaxiaca,FC,HBT + 5m,Horizontal,28,052,13
0,Nayarit,Tepic,FC,Avance 1-19,Horizontal,5,017,18
0,Chihuahua,Aldama,FC,Avance 60-79,Horizontal,12,002,08
0,Chihuahua,Aquiles Serdán,FC,Avance 80-99,Horizontal,13,004,08
0,Tlaxcala,Tepeyanco,U3,Avance 80-99,Horizontal,8,029,29
0,Tabasco,Jalpa de Méndez,U1,HBT + 5m,Horizontal,4,010,27
0,Querétaro,Corregidora,U2,Avance 0,Horizontal,77,006,22
0,Nayarit,Tepic,U3,Avance 0,Vertical,66,017,18
0,Morelos,Jojutla,FC,Avance 80-99,Horizontal,67,012,17
0,Sonora,Navojoa,U1,HBT + 5m,Horizontal,39,042,26
0,Guerrero,Iguala de la Independencia,U1,HBT + 5m,Horizontal,111,035,12
0,Nayarit,Tepic,U2,Avance 40-59,Horizontal,7,017,18
0,Puebla,San Martín Texmelucan,U2,Avance 20-39,Horizontal,21,132,21
0,Morelos,Yautepec,U2,HBT - 5m,Horizontal,32,029,17
0,México,Coacalco de Berriozábal,U2,Avance 40-59,Vertical,40,020,15
0,San Luis Potosí,Cárdenas,FC,Avance 0,Horizontal,2,005,24
0,Baja California,Tijuana,FC,Avance 1-19,Vertical,244,004,02
0,Aguascalientes,Aguascalientes,U3,Sin HBT,Horizontal,104,001,01
0,México,Metepec,U2,Sin HBT,Horizontal,2,054,15
0,Jalisco,Tepatitlán de Morelos,U1,HBT + 5m,Horizontal,15,093,14
0,Guanajuato,Purísima del Rincón,U3,Sin HBT,Horizontal,1,025,11
0,Puebla,Coronango,U3,Avance 0,Vertical,246,034,21
0,Guanajuato,Villagrán,FC,HBT + 5m,Vertical,11,044,11
0,Hidalgo,Tula de Allende,U1,HBT + 5m,Horizontal,1,076,13
0,Tlaxcala,Huamantla,U2,Sin HBT,Horizontal,5,013,29
0,Hidalgo,Tizayuca,U1,Avance 1-19,Horizontal,352,069,13
0,Colima,Comala,U2,HBT + 5m,Horizontal,1,003,06
0,Durango,Gómez Palacio,U2,Avance 40-59,Horizontal,77,007,10
0,México,Zumpango,U3,HBT + 5m,Horizontal,220,120,15
0,Tabasco,Centla,FC,HBT + 5m,Vertical,9,003,27
0,México,Acolman,U3,HBT - 5m,Horizontal,6,002,15
0,Yucatán,Mérida,U3,Avance 1-19,Vertical,47,050,31
0,Morelos,Yecapixtla,FC,Avance 20-39,Vertical,6,030,17
0,Tamaulipas,Matamoros,U2,HBT + 5m,Horizontal,93,022,28
0,Zacatecas,Fresnillo,U1,Avance 20-39,Horizontal,26,010,32
0,Puebla,Puebla,FC,Avance 1-19,Vertical,24,114,21
0,Veracruz de Ignacio de la Llave,Coatepec,U1,Avance 60-79,Vertical,30,038,30
0,Guanajuato,Salamanca,FC,Sin HBT,Horizontal,157,027,11
0,Nuevo León,El Carmen,FC,Avance 80-99,Horizontal,6,010,19
0,México,Zinacantepec,U3,Avance 0,Horizontal,35,118,15
0,Sinaloa,Mazatlán,U2,Avance 0,Vertical,32,012,25
0,México,Tonanitla,U3,HBT - 5m,Horizontal,105,125,15
0,Nuevo León,Pesquería,FC,HBT - 5m,Horizontal,399,041,19
0,Jalisco,Colotlán,FC,HBT + 5m,Horizontal,2,025,14
0,Oaxaca,Tlacolula de Matamoros,FC,Sin HBT,Horizontal,9,551,20
0,Michoacán de Ocampo,Purépero,FC,Sin HBT,Horizontal,1,070,16
0,Tlaxcala,Huamantla,U2,HBT + 5m,Vertical,4,013,29
0,Jalisco,Cocula,FC,Sin HBT,Horizontal,8,024,14
0,Ciudad de México,Cuauhtémoc,U2,HBT - 5m,Vertical,3,015,09
0,Puebla,Huejotzingo,U3,HBT + 5m,Vertical,31,074,21
0,Zacatecas,Fresnillo,U2,Avance 0,Horizontal,24,010,32
0,Coahuila de Zaragoza,Acuña,U3,Avance 80-99,Horizontal,158,002,05
0,Hidalgo,Pachuca de Soto,U3,HBT + 5m,Horizontal,690,048,13
0,Veracruz de Ignacio de la Llave,Boca del Río,U2,Sin reporte,Horizontal,12,028,30
0,Michoacán de Ocampo,Zamora,FC,HBT + 5m,Vertical,1,108,16
0,Hidalgo,Mineral de la Reforma,U3,Avance 80-99,Horizontal,134,051,13
